ventas(miles €),ESPAÑA,CATALUÑA,ARAGÓN,ILLES BALEARS,COMUNITAT VALENCIANA,REGIÓN DE MURCIA,ANDALUCÍA,COMUNIDAD DE MADRID,CASTILLA - LA MANCHA,EXTREMADURA,CASTILLA Y LEÓN,GALICIA,PRINCIPADO DE ASTURIAS,CANTABRIA,PAIS VASCO,LA RIOJA,C. FORAL DE NAVARRA,CANARIAS
YOGURT NATURAL,141301.64,33109.244,4254.861800000001,3269.9556,11213.5457,3863.2255,20068.327,15310.901,3696.7302,2625.6575000000003,8345.251999999999,10779.0148,4411.7402,2808.6142,8304.1451,1462.3861,2528.5232,5249.496700000001
YOGURT SABORES,143437.806,17647.994,3454.5876000000003,2922.0205000000005,10736.076699999998,4044.9666,29687.132,17144.972,7742.169399999999,4000.9910999999993,6466.0175,10946.7545,4041.0832,1760.37226,7938.4627,1156.37902,2289.1404,11458.6753
YOGURT FRUTAS,48351.229,8301.4361,1707.13692,1909.84489,3112.5568,818.3148599999998,8729.7923,5387.9872000000005,1322.7932300000002,1072.07274,2396.1693,4252.4854,1625.8226600000005,278.63441,3925.2667,292.911736,445.7090330000001,2772.2929
YOGURT DESNATADO,180192.84,30548.186,5021.2725,4540.135800000001,15900.1243,5324.1009,32325.519,23059.23,5985.744100000001,4286.6285,8067.405599999999,14457.742599999998,5563.7639,1748.1088199999997,9719.7007,459.6141499999999,1677.3418000000004,11508.2332
YOGURT ENRIQUECIDO,26620.981000000007,7184.624499999999,1185.87477,273.758035,2581.4248,590.0896499999999,4062.8774,3616.5375,509.29158,363.2176739999999,951.07223,1086.20606,994.05632,583.4138389999999,1401.6444,75.507671,469.16806,692.2160700000001
OTROS,285347.94,51865.84300000001,8739.6492,6549.3715,21379.783,6136.4392,49740.08900000001,39189.011,10976.6339,6338.016300000001,14990.097,16311.618000000002,9491.0617,3521.9094,18234.5394,2386.3521,4398.7041,15098.826
YOGURT SIN LACTOSA,44738.314000000006,8716.3935,1146.954639,1667.95276,2983.1052000000004,1106.6478000000002,7246.8704,7094.674099999999,1477.56632,1147.08935,1904.03312,2678.38925,1287.90356,300.578544,2686.60486,399.479109,791.06973,2102.99913
LECHE FERMENTADA CON BIFIDOBACTERIAS,323837.04,51500.18400000001,7480.891499999999,6910.7166,32336.229,7766.8001,52059.363,47710.849,10333.4527,7033.8955000000005,17434.939,23089.469,12062.794200000002,4225.7856,23188.678,2574.6194,6326.179,11802.208
O.LECHES FERMENTADS,312982.37,51570.83,9706.8797,10145.4611,26095.233,5258.9435,47198.874,43227.987,10043.5969,7402.0064,19245.733,21773.906,12762.390400000002,4887.0043000000005,22915.328,1576.8774600000002,5258.3087000000005,13913.018
LECHE FERM. SIN LACT,53746.772,10152.3431,1523.260865,1798.92844,3640.6652,1335.6371,8726.219500000001,8463.332999999999,1768.09162,1528.0903599999997,2380.1213700000003,3155.46395,1523.4226600000002,358.56352400000003,3646.8959,436.57512900000006,803.79165,2505.3686100000004
MANTEQUILLA,136680.71639999998,23268.388200000005,2381.085244,3259.253294,11057.12983,3647.2557,28473.8074,17509.190699999996,3322.36613,2660.148685000001,5073.837229999999,7891.74186,5433.32653,1918.96675,7632.23164,907.479546,1880.095278,10364.41987
MANTEQ.ENV.LIGHT,18128.9314,3421.2652000000007,258.612904,263.37349399999994,1619.29863,377.5596,3354.481399999999,3369.4675000000007,672.2663299999999,355.80368500000003,512.5037299999999,921.03566,600.66683,356.9282,948.19994,85.306906,77.509488,934.65177
MANTEQ.ENV.NORMAL,118551.785,19847.123000000003,2122.47234,2995.8798000000006,9437.8312,3269.6961,25119.326,14139.7232,2650.0998,2304.345,4561.3335,6970.7062000000005,4832.659700000001,1562.0385500000002,6684.0317,822.1726399999999,1802.58579,9429.768100000005
QUESO,2779015.74,507456.7434999999,69082.58489,81245.44131,319947.1416,90926.98567,445096.1469000001,353666.314,101889.37054999998,59327.74027,121274.58022,164701.29520000002,81370.16724000001,32081.85211800001,114551.32902999998,16307.507559,30060.213518,190030.40079
QUESO FRESCO,579334.26,95733.726,15064.601999999995,11849.883199999998,68187.445,19886.117,87074.80000000002,79378.45000000001,19171.413,16826.774,26470.242,29161.906000000003,19740.726,7279.786800000001,27050.258,3820.3102,5855.924699999999,46781.908
Q.FRESCO LIGHT,124101.851,21315.248,3233.5386000000003,2530.2063000000003,14469.551,3298.4173,17564.867000000002,19022.711000000003,4889.854300000001,2809.861,6867.7264,7791.4167,5138.3978,2055.41361,5769.2868,845.66173,1480.08012,5019.616099999999
Q.FRESCO SIN SAL,3003.0024,1304.87325,302.04081900000006,138.927326,183.92842500000003,45.434547,408.72043,187.389876,16.323175,26.687389000000003,169.221788,62.35048,35.882304999999995,51.38273,9.628479,1.8328,0.0,58.378774
Q.FRESCO BAJO SAL,30208.579,5238.2461,1436.7536799999998,926.652733,3567.8638,2205.92601,1885.8311900000003,5231.638499999999,1192.14738,189.853033,1612.6727699999997,999.7707799999998,2074.02914,56.73865,837.3230899999999,581.03367,71.185421,2100.91206
Q.FRESCO CALCIO/VI,11943.271599999998,864.3349099999999,251.01984,196.88115,1563.9355199999995,387.9575200000001,2142.2768,1225.99672,812.6499699999998,393.99357,863.31777,1027.2877600000002,499.35254,186.265713,735.5390500000001,34.340831,157.793246,600.32833
QUESO FUNDIDO,221206.48000000004,31393.455,6240.065699999999,3890.914099999999,18026.306,8191.323399999999,35903.992,28552.086,8724.617199999999,6018.778900000001,13171.5107,20963.509,9277.5504,2325.7368,9674.9491,1314.5856,3709.4265,13827.704000000002
QUESO TIERNO,177057.30999999997,30395.915,3199.8957000000005,5346.1344,23995.943,5177.706199999999,29090.831,22479.58,9924.1831,2282.3464,5322.7193,14524.1754,4690.4409000000005,1643.3995899999998,5980.9737000000005,504.39092,1328.85293,11169.829900000002
QUESO SEMICURADO,703502.56,124654.31500000002,17022.949,31743.369,86695.44,22538.809,105814.553,89126.214,23023.666,11014.9919,33004.279,43229.55600000001,17511.872,7948.4435,28630.881,4620.479,8747.0809,48175.696
QUESO CURADO,187121.34,29283.136,5539.392600000001,3746.4753,24082.365999999995,5318.2341,38000.076,28079.089000000004,12155.5275,4262.5913,7628.984699999999,7556.919000000001,5464.6419000000005,2243.2216200000003,6227.581599999999,1673.43485,1748.6006000000002,4111.072099999999
QUESO OVEJA,175142.21,37463.48100000001,4673.8619,3974.3745,15489.9381,2632.11452,33446.666,23992.159,6461.224400000001,6540.4085,9645.2797,5494.259099999999,4637.6639,2078.2875000000004,10389.9866,1734.8740799999998,3619.1652,2868.4592
QUESO DE CABRA,172780.89,42898.79499999999,4516.2707,6678.593500000001,20084.147,3965.936,23958.38,19181.648,5111.7975,3720.7963,5983.0985,4762.8116,5034.004400000001,2147.31226,7028.852000000001,689.2292600000001,984.07111,16035.136
QUESO DE BOLA,71508.913,13490.4857,1754.61668,672.7324299999999,9402.3299,4297.8644,12783.8739,5851.097100000001,1618.1134300000003,935.59485,2554.0469000000003,5157.7708,1765.0037500000003,353.00937400000004,2217.0961,262.072845,421.254,7971.9514
Q.EMMENTAL+GRUYERE,37096.542,10301.709400000002,1329.1746400000002,1055.37528,4748.024699999999,1256.0389,5191.328,4988.658899999999,749.27839,359.4921300000001,824.3450700000001,1593.4424300000005,587.08389,199.278674,1467.93551,88.258724,408.505468,1948.61358
QUESO TIPO AZUL,45416.38500000001,9332.2624,1332.18647,1525.7032,4027.2729,1169.9271500000002,7004.78,5633.12,1473.38353,769.91639,2037.64325,1313.46287,4931.616,1223.3985999999998,1770.87362,337.38891000000007,461.91811,1071.53061
OTROS TIPOS QUESO,408848.85,82509.463,8409.5695,10761.8864,45207.929,16492.915,66826.86700000001,46404.212,13476.1665,6596.0496,14632.431099999998,30943.483,7729.564100000001,4639.9774,14111.9418,1262.48317,2775.414,36068.5
QUESO SIN LACTOSA,39814.807,8027.6735,808.2733700000001,963.7542,4325.5173,936.82709,6574.9187,5871.9437,1876.7494,851.31986,1782.54314,2649.527700000001,1371.7906099999998,223.638086,989.74309,357.20755799999995,298.248926,1905.12801
HELADOS Y TARTAS,676374.1769999999,125524.394,19350.5741,21548.5987,80297.8545,20489.5857,116331.5768,89605.87,31917.0129,14450.750800000002,26051.2058,37379.4005,12068.43942,6937.768449999999,28666.3983,4632.721556,8087.61022,33034.397300000004
HELADOS,568551.4899999999,105535.433,16035.107099999996,18362.5004,67565.19200000001,16267.5081,99060.747,76195.009,27114.9843,12199.8125,21476.213000000003,31893.094500000003,10368.4036,5327.120639999999,22920.7253,3991.1032100000007,6453.671,27784.8574
TARTAS,107822.687,19988.961000000003,3315.467,3186.0983,12732.6625,4222.0776,17270.8298,13410.861,4802.0286,2250.9383000000003,4574.9928,5486.306,1700.0358199999996,1610.6478100000002,5745.673000000001,641.6183460000001,1633.9392200000002,5249.5399
NATA,141356.34999999998,25582.759,3332.6099000000004,5029.1564,14793.8199,3757.049,25523.6,16832.631699999998,5587.9004,3369.815,7826.8326,8878.233400000001,3844.8163,1649.53874,5980.536999999999,758.3954799999999,1638.4396399999998,6970.226399999999
NATILLAS,86079.88600000001,12366.8859,2328.6241,2002.45906,6685.2376,2713.291,19661.837,9661.424099999998,3904.6035,2435.5402,3678.5484000000006,4460.216100000001,1782.2978,984.93197,5729.401499999999,504.1489600000001,1602.99103,5577.4482
FLANES PREPARADOS,117630.375,24958.791,3675.8998,3563.14,15282.631,2757.2012,19661.025,12701.164,3686.4087,2884.8662,4864.213000000001,6731.6306,3178.3317,905.23913,7565.7572,533.26603,1315.07782,3365.7362
CUAJADAS,25732.178,3557.9717,1589.90497,323.895031,1578.4454999999998,431.1665899999999,1983.0951,3642.3621,786.3896699999998,733.31285,3337.5230999999994,830.57592,308.762976,337.7714200000001,4255.1327,441.12045,1226.4383,368.30751
CREMA DE CHOCOLATE,37278.716,4926.14,1092.7744899999998,624.78068,2795.6728,1491.54402,8331.5885,4392.9721,1795.1151,708.2135699999999,1699.97852,3046.4203999999995,867.07979,549.98063,1927.7565,301.20629999999994,861.0652800000001,1866.4259
CREMA CATALANA,6939.0807,1802.0844,259.55584300000004,168.45978200000002,699.82685,66.87631199999998,1035.63551,1044.9083,281.800296,250.9938,201.83010700000003,239.732677,102.217718,74.486778,339.53885,20.004882,75.705599,275.422893
POSTRES CON NATA,35360.530999999995,5178.394499999999,760.75366,493.29326,2268.4394,954.15366,5944.9977,4051.1238,1999.47785,1061.43609,2025.1773,3655.3475,1474.83345,589.5442900000002,2615.6866,205.49192599999995,514.56557,1567.8126200000002
OT.DERIVADOS LACTEOS,218015.87999999995,34197.214,5423.041700000001,7362.279100000001,21460.474,5720.309400000001,43282.328,28358.42300000001,7625.3759,4879.169900000001,9710.4884,12740.575,6220.0526,2506.3735,11449.5771,659.66156,1812.7131,14607.8345
OTROS DERIVADOS SIN LACTOSA,9906.092,1071.2856700000002,168.878999,277.616792,1031.96634,249.253246,1637.5603099999998,1171.4448,432.5321080000001,150.266521,420.38176,799.8938199999999,123.588847,41.993335,350.75384999999994,47.23011,130.334446,1801.1114300000002
PAN,3289483.193,513279.7693,84071.7748,74109.36262000001,348947.37330000004,94547.21333,600264.0367999999,373674.8169,148393.08974999998,67601.23225,194604.9518,239455.9428,100060.94284,40567.27982,184324.1376,26428.67726,57437.40063,141715.3315
PAN FRESCO/CONGELADO,2470739.0500000003,376262.5,63706.843,56365.43899999999,254149.427,70843.568,463152.71,255865.69800000003,116829.412,49524.281,159271.419,197784.517,80716.56599999999,29317.3051,141129.428,21334.8012,47630.66,86854.593
PAN RESCO/CONG.GRAN,1509893.6,229738.83,42455.833000000006,32767.033000000003,130089.956,40415.025,279892.56,136503.13799999998,80550.96399999998,24774.785000000003,112741.879,137403.15,56980.156,19202.441599999995,84371.39199999999,16636.271999999997,35679.488,49690.741
PAN RESCO/CONG.ENV.,960845.45,146523.67,21251.01,23598.405999999995,124059.471,30428.543,183260.15,119362.56,36278.448,24749.496,46529.53999999999,60381.367000000006,23736.410000000003,10114.8635,56758.03600000001,4698.529199999999,11951.172,37163.852
PAN FRESCO INTEGRAL,317423.5200000001,50321.156,6037.0877,14113.5606,32436.215,7470.3216,67077.509,35574.916,11378.074100000002,5539.3041,11576.9515,27925.326,6014.1311,1597.5515700000003,16873.565000000002,1315.56111,5581.219900000001,16591.087
PAN FRESCO NORMAL,2153315.7,325941.32000000007,57669.753,42251.875,221713.19999999995,63373.247,396075.2,220290.77,105451.33699999998,43984.973,147694.48,169859.19999999998,74702.435,27719.755,124255.853,20019.24,42049.441,70263.505
PAN FRESCO SIN SAL,1001.57537,54.16793300000001,17.189373000000003,5.351144,188.001354,18.434567,244.418306,121.588488,21.08549,4.257542,22.184417,24.753086,168.875467,0.0,9.903923,7.924787,0.0,93.439439
PAN INDUSTRIAL,818744.143,137017.2693,20364.9318,17743.92362,94797.9463,23703.64533,137111.32679999998,117809.1189,31563.677750000003,18076.95125,35333.5328,41671.425800000005,19344.37684,11249.97472,43194.7096,5093.87606,9806.740629999998,54860.73850000001
PAN INDUSTRIAL FRES,468273.806,72922.5353,11728.6551,10256.40982,45834.9567,12278.16423,72054.47890000002,73883.08469999999,19721.16355,10720.12712,22103.7093,26281.5741,12070.808239999998,7214.17344,25110.301800000005,3035.28935,5940.97522,37117.41120000001
PAN IND.F.INTEGRAL,55089.64000000001,8591.534300000001,1811.0299,1371.95132,4857.8472,1202.6267299999995,4794.561900000001,9669.0067,1424.70005,771.4436199999999,2272.9243,3306.7966,1697.8905000000002,785.27463,3633.6846,550.3779599999999,1233.53418,7114.452499999999
PAN IND.F.NORMAL,317510.21,47373.76699999999,7757.537400000001,6566.442100000001,32071.722,8161.932499999999,53820.71599999999,49184.702000000005,13510.7915,7712.7099,16214.27,18156.732,8663.4312,4663.1657000000005,17438.664999999997,1913.6117000000004,3274.5767000000005,21025.451
PAN IND.F.S/CORTEZ,95673.956,16957.234,2160.0878,2318.0164,8905.3875,2913.605,13439.200999999995,15029.376,4785.6720000000005,2235.9736,3616.515,4818.0455,1709.48654,1765.73311,4037.9522,571.29969,1432.86434,8977.5077
PAN IND.F.ENRIQUEC,199028.31,29069.221999999994,5840.3058,5447.8648,20209.555000000004,4237.9054,32150.532000000003,32037.4,6943.6885,4009.491,9198.7463,11122.672599999998,5210.0678,3125.2281,12233.0905,1521.45165,2828.5484,13842.5272
PAN INDUSTRIAL SECO,350470.337,64094.734,8636.2767,7487.5138,48962.9896,11425.4811,65056.84789999999,43926.0342,11842.5142,7356.824130000001,13229.823499999997,15389.8517,7273.5686,4035.80128,18084.4078,2058.58671,3865.76541,17743.3273
PAN IND.S.INTEGRAL,75594.637,14409.272,2539.7535,2024.8862,7699.9966,2526.4857999999995,12421.2009,9851.2812,2007.5955,1206.34003,3067.2775,4120.173000000001,2209.3253,1101.80438,4429.4747,354.60601,1076.55941,4548.6038
PAN IND.S.NORMAL,274875.7,49685.462,6096.5232,5462.627600000002,41262.993,8898.995299999999,52635.647,34074.753000000004,9834.9187,6150.4841,10162.546,11269.6787,5064.2433,2933.9969,13654.933099999998,1703.9807,2789.206,13194.7235
BOLL.PAST.GALLET.CERE,3035652.44726,517997.170345,84781.611116,82835.53323700001,318537.002681,81197.62289700001,455763.997219,445531.541749,132627.7523,61040.63353899999,169505.707656,199965.221784,78316.79759700001,40099.293553,158788.852087,18834.17394,39806.999566000006,150022.634788
BOLLERIA/PASTELERIA,1522502.67,256790.115,42496.3906,38990.0194,175708.72199999998,41832.9187,230228.935,230965.301,69415.982,29908.1874,91752.615,90892.451,35150.3909,18007.241299999998,73996.41410000001,9507.4253,18605.7506,68253.903
BOLL./PAST.ENVASADA,1034898.7,171314.38999999998,28768.037,23972.963,119562.39800000002,23492.161,161063.09,159371.8,46943.15,21869.848,57994.441,60846.299,22814.834000000003,13587.1605,57046.83,6061.3849,13040.326699999998,47149.67700000001
O.PASTEL/TARTA ENV,47389.83700000001,7658.7489,1813.43207,681.668523,4124.690500000001,656.9667000000001,8924.236700000001,7628.5178,2004.1953200000005,732.50552,2099.3323600000003,3535.01458,729.79478,615.9759369999999,2889.60239,151.15197999999998,782.021994,2361.98069
BOLL./PAST.GRANEL,487603.97,85475.72499999999,13728.353600000002,15017.0564,56146.32400000001,18340.7577,69165.845,71593.50099999999,22472.832,8038.339399999999,33758.174,30046.152,12335.5569,4420.0808,16949.5841,3446.0404,5565.4239,21104.226
O.PASTEL/TARTA GRA,46719.368,10077.7928,1727.960438,877.675838,3578.68668,1129.23427,6456.627399999999,7758.2693,2172.89626,484.705188,3235.26809,2920.9992900000007,1115.422424,593.39665,1321.92931,632.0491999999999,539.5236600000001,2096.9309110000004
GALLETAS,885545.8317,141914.36726,25596.97384,27449.495756,82924.169,22552.338188,129074.99923,117377.91586,40030.332557,20206.42944,46432.734930000006,69189.271763,25187.63561,13910.541844,54784.971712000006,6415.633268,12503.848354999998,49994.15823000001
GALLETAS ENVASADAS,878870.1269999999,141025.7294,25199.576780000003,27298.738500000003,82213.7277,22459.14674,128329.7002,115832.6807,39313.46023,20178.654950000004,46014.8184,68888.29800000001,25104.79993,13768.01513,54524.5059,6335.874753000001,12438.20748,49944.17760000002
GALLETAS SALADAS,49932.347,8966.8084,1123.67778,1577.6954999999998,6876.3047,1474.8567400000002,6331.064200000001,7396.324699999999,1511.95023,715.6879500000001,1607.7923999999998,2863.193,1059.29593,647.8525300000001,2377.0859,253.584053,593.3893800000001,4555.7836
GALLETAS DULCES,828937.78,132058.921,24075.899,25721.043,75337.42300000001,20984.29,121998.63599999998,108436.356,37801.51,19462.967,44407.026000000005,66025.105,24045.504,13120.1626,52147.42,6082.2907000000005,11844.818100000002,45388.394
DIETETICAS,42679.831,7627.2372,970.80901,1055.46991,4300.2111,1004.11239,6044.593699999999,6256.446800000001,1625.06769,1118.3102,1921.6199,3059.5732000000003,1136.1759499999998,646.9926340000001,2620.3375,288.8234,599.17684,2404.87163
GALLETAS GRANEL,6675.7047,888.63786,397.39706000000007,150.75725599999998,710.4413,93.19144799999998,745.2990300000001,1545.23516,716.8723270000002,27.77449,417.91653,300.9737630000001,82.83568,142.526714,260.465812,79.75851499999999,65.640875,49.98063
CEREALES,293260.11000000004,53541.121,7826.05,8910.783500000001,32659.226,8284.035200000002,39703.398,47395.30299999999,11954.632199999998,5125.4973,13710.2019,19559.837,5881.7787,4110.171,12606.180899999998,1539.7961,3250.5258000000003,17201.583
CEREALES DESAY.ENV.,293260.11000000004,53541.121,7826.05,8910.783500000001,32659.226,8284.035200000002,39703.398,47395.30299999999,11954.632199999998,5125.4973,13710.2019,19559.837,5881.7787,4110.171,12606.180899999998,1539.7961,3250.5258000000003,17201.583
CON FIBRA,90718.814,15797.022,2681.3177,3064.7836,10326.4922,2082.09472,11757.272000000004,15266.851,4105.952200000001,1643.4202999999998,4385.6299,5246.5296,1678.34046,1691.83029,4099.766,522.74,1018.40845,5350.362899999999
PRODUCTOS NAVIDEÑOS,334343.83556000004,65751.567085,8862.196676,7485.234581,27244.885681,8528.330809,56756.664989,49793.021889,11226.805543,5800.519399,17610.155826000002,20323.662021,12096.992387,4071.339409,17401.285375,1371.3192720000002,5446.874811,14572.990558
MANTECADOS/POLVORON,53955.98453,9320.181499,1066.4801200000002,1412.706089,3440.973634,863.872167,10345.932947,9163.826219,1731.86794,916.495572,2663.945648,2455.229573,2368.344429,386.76556,4090.62462,200.51078,925.670868,2602.558724
MAZAPANES,12796.80863,1016.738126,619.523893,45.82704,430.836879,149.778823,2732.7074700000003,2530.56266,726.970292,192.82284,795.3702900000001,618.9718270000001,744.364994,144.978476,788.4502600000001,271.466291,738.62776,248.811312
PRD.NAVIDEÑO TURRON,121452.929,30163.44472,4135.469937,3481.293623,11582.917968000002,2330.95885,15204.254872,14244.2829,3821.434615,2537.18247,5893.72179,9473.138591,4748.33442,1024.884829,5516.883956,514.773912,1906.30469,4873.6507
OTROS PRD.NAVIDEÑOS,146138.1134,25251.20274,3040.722726,2545.407829,11790.1572,5183.720969,28473.7697,23854.35011,4946.532695999999,2154.018517,8257.118097999999,7776.32203,4235.948544,2514.710544,7005.326539,384.568289,1876.271493,6847.969822000001
CHOCOLATES/CACAOS/SUC,1299388.9442,207670.780127,40881.220312,35286.399662,119480.34295,37839.968436,214052.619877,153656.34374,49163.97904,29310.979706,69286.347591,100968.636411,38604.256179,18140.337428000003,84243.00479300001,9587.716922,17561.801176,73654.22964599999
CHOCOLATES,527948.3142,91243.928127,18406.153312,13289.456862,44830.98995,14033.151436,81497.165877,62625.15873999999,17323.47104,12085.937906,26954.972591,41807.133411,19025.303579,7733.367828,39817.209793,4578.413722000001,7878.652376,24817.844646
CHOCOLATE TABLETAS,438769.93000000005,73581.835,15245.6022,11132.409700000002,37513.7224,11948.9039,67048.73700000001,52007.622,14524.0516,9675.7452,22336.6839,33952.107800000005,15657.138899999996,6524.755999999999,35521.7793,4050.10068,6536.510800000002,21512.2223
CHOC.TAB.CON LECHE,215101.31,29036.627,6707.537500000001,5337.657499999999,14750.334400000002,6109.833699999999,36445.637,22039.381,7840.4497,5832.979799999999,11882.4615,21077.916,9599.753299999998,3983.4339,16475.534300000003,1723.41178,2550.2619,13708.1024
CHOC.TAB.SIN LECHE,223668.62,44545.208,8538.064699999999,5794.7522,22763.388000000003,5839.070199999999,30603.10000000001,29968.241,6683.601900000002,3842.7654,10454.2224,12874.1918,6057.3856,2541.3220999999994,19046.245,2326.6889,3986.2489,7804.1199
CHOC.TAB.C.ALMENDR,88454.76400000001,12030.7681,2525.1764,2212.6238700000004,7337.421399999998,3046.0626,15663.9332,11336.2908,2833.3804,1720.28271,4123.8175,7153.0223000000005,3877.7213,896.36049,6107.793099999999,965.37877,1198.8859,5425.8425
CHOC.TABLETA OTROS,350315.16,61551.068,12720.4268,8919.7847,30176.301,8902.841299999998,51384.80300000001,40671.331000000006,11690.6704,7955.4626,18212.866,26799.084999999995,11779.416899999998,5628.395399999999,29413.992,3084.7217,5337.6249,16086.379
TURRON DE CHOCOLATE,89178.3842,17662.093127,3160.551112,2157.047162,7317.26755,2084.247536,14448.428877,10617.53674,2799.41944,2410.192706,4618.288691,7855.025611000001,3368.164679,1208.611828,4295.430493,528.313042,1342.141576,3305.622346
O.PROD.CHOC./CACAO,771440.6300000001,116426.85199999998,22475.067,21996.9428,74649.35299999999,23806.817000000003,132555.454,91031.185,31840.508,17225.041800000003,42331.37500000001,59161.503,19578.9526,10406.969600000002,44425.795,5009.3032,9683.1488,48836.385
BOMBONES,212408.65,37838.9322,6335.7932,6678.711139999999,18642.6453,6158.10481,33545.8253,29351.2638,5818.629860000001,3713.26913,11025.5236,16742.7761,5722.112029999999,2396.846036,14094.7539,1416.9626200000002,3056.65374,9869.8556
SNACKS CHOCOLATE,199050.7,27088.916,6006.5767000000005,4978.3677,19179.059,4842.328799999999,38218.867000000006,20711.35,8252.125,4111.7292,8661.575899999998,16424.189,5840.5065,2492.3144,10092.2671,1598.64828,1946.83657,18605.034
CACAO SOLUBLE,225050.24000000005,27136.326,5798.6545,5973.6186,20747.612,7840.2719,39751.906,28667.589,11740.968900000002,7051.098699999999,15372.5504,17652.47,5213.8095,3630.9208,12908.3414,1253.3751900000002,2132.6923,12178.041399999998
NORMAL,195134.56,23300.98,4653.205400000001,4167.2764,17635.537,7151.6498,36002.123,24578.084,10831.4012,6382.4004,13905.0403,14896.2984,4352.860299999999,3199.0614000000005,11149.7947,1082.282997,1462.4980400000002,10384.0543
LIGHT,29915.701,3835.345800000001,1145.44926,1806.34247,3112.0748000000003,688.6222500000001,3749.7828,4089.506,909.56759,668.69857,1467.5084600000002,2756.17133,860.9491699999999,431.85915,1758.54774,171.092335,670.1942459999999,1793.9874800000005
CREMA CACAO UNTAR,104305.02999999998,19023.871000000003,3347.9500000000003,3609.3805,10762.8161,3525.3951,16897.148,8694.9959,4405.0544,1899.8187,5671.9378,6647.4734,2386.851,1430.89747,6054.887000000001,529.982404,2187.55724,7229.0147
ARROZ,326500.00999999995,62958.98100000001,9120.5312,10576.4944,45058.706000000006,10550.0392,53491.832,44356.413,10796.277799999998,5853.2612,13439.088600000005,16694.186999999998,7902.2863,3456.208800000001,13440.0861,1556.0978799999998,3436.1049,13813.428800000002
LARGO,30266.27,4776.8333,623.60592,803.61886,2244.2621000000004,1414.7600699999998,4093.5378,5829.8261,836.54669,325.06206999999995,938.61026,1823.8042,543.59878,365.64076,1194.7011200000002,206.919235,541.4600300000001,3703.4809
NORMAL,98966.938,16791.336,2765.7481000000007,3878.5782,17154.592,3164.0952000000007,17020.633,11119.0827,4478.1439,2234.9258000000004,4547.2988,4726.3696,2435.7152,1028.70271,4729.5895,590.03884,1189.69194,1112.40053
VAPORIZADO,16761.663,1143.1402500000002,317.90474,371.99958,585.5703100000001,345.45502500000003,3937.084,1544.97714,515.16266,430.14375,823.1026499999999,1709.7127,603.2623600000001,491.24154000000016,715.5816,68.80648000000001,86.63555299999999,3071.8818
P.P.CONSERVA ARROZ,43760.60999999999,10338.094900000002,1321.9814399999998,1584.9858600000002,4887.7142,1221.51817,6612.281600000001,7502.4249,990.44549,498.59387,1107.9367200000002,2087.9977000000003,988.44433,352.152909,1562.6443900000002,128.505966,747.04019,1827.84595
P.P.CONGELADO ARROZ,50723.282,10018.4269,1875.23484,1330.7348000000002,5856.055700000001,1505.8110499999998,10478.87,7575.617699999999,2454.9606,1347.38163,2555.8458,1521.02947,516.256056,509.68876,1637.5299100000002,303.56371300000006,245.785662,990.48751
P.P.ARROZ RESTO,3195.44603,1082.80312,197.077494,46.20824999999999,163.034498,27.863701,313.62444,541.366652,47.835563,56.027765,171.176676,62.54104600000001,80.686936,0.0,230.74190500000003,2.942747,108.484203,63.03092600000001
OTROS TIPOS ARROZ,82825.815,18808.343,2018.97861,2560.37024,14167.4783,2870.53583,11035.7987,10243.117,1473.18334,961.12643,3295.1176000000005,4762.7315,2734.3228,708.78216,3369.2966,255.320906,517.007269,3044.3015
TOTAL PASTAS,403127.8882,92087.86375,10312.89838,13518.365024,47406.55717199999,10279.306519000002,60819.745394,52706.112399,13626.320299,7130.099926000001,15895.077469999998,25373.985177,7746.629056000001,4353.509355,17128.412445,1953.564825,4380.645931,18408.798904000003
PASTAS ALIMENTICIAS,383232.3405000001,88505.95204999999,9781.53423,12752.658891,45083.20407200001,9531.317349,58183.13589399999,49902.551249,13064.978299,6840.776999,14713.317959999998,23140.902457,7368.266346,4207.219137,16447.107805,1877.721318,4304.878676,17526.822464
PASTA ALIM.SECA,291776.91000000003,60789.317,7320.4987,9529.8063,34589.531,7926.427200000001,47008.31,35980.54,10984.7727,5659.157799999999,12208.5524,18856.872000000003,6502.841300000001,3481.5619,12749.0114,1580.9768299999998,3034.6599,13574.084
PASTA ALIM.FRESCA,91455.42999999998,27716.634,2461.0352,3222.8533,10493.6717,1604.8895900000002,11174.825900000002,13922.0111,2080.2062,1181.6190700000002,2504.7651,4284.0331,865.42491,725.657236,3698.0953,296.744645,1270.21861,3952.7394
PASTAS ALIM.GRANEL,3211.1605,758.27305,87.45713,142.12039099999998,288.091072,74.897849,418.700894,485.1552489999999,75.88149899999999,24.419799,93.77596,200.577457,47.933646,2.551537,123.047205,14.120818,279.826476,94.330464
PASTAS ALIM.ENVASAD,380021.18,87747.67899999999,9694.0771,12610.5385,44795.113,9456.419500000002,57764.435,49417.39599999999,12989.0968,6816.357200000002,14619.542,22940.325,7320.332700000001,4204.6676,16324.0606,1863.6005,4025.052200000001,17432.492000000002
PASTAS PARA RELLENAR,19895.547700000003,3581.9117,531.3641500000001,765.7061329999999,2323.3531,747.9891700000001,2636.6095000000005,2803.5611499999995,561.3420000000001,289.32292700000005,1181.75951,2233.0827200000003,378.36271,146.290218,681.30464,75.843507,75.767255,881.97644
