ventas(miles €),ESPAÑA,CATALUÑA,ARAGÓN,ILLES BALEARS,COMUNITAT VALENCIANA,REGIÓN DE MURCIA,ANDALUCÍA,COMUNIDAD DE MADRID,CASTILLA - LA MANCHA,EXTREMADURA,CASTILLA Y LEÓN,GALICIA,PRINCIPADO DE ASTURIAS,CANTABRIA,PAIS VASCO,LA RIOJA,C. FORAL DE NAVARRA,CANARIAS
COCIDOS Y OTROS,207952.845,33168.1752,5419.8947100000005,6189.893423,23665.807399999998,5680.91852,36942.8519,31098.520299999996,9982.576009999999,5687.209649999999,12870.412700000003,7828.12509,5215.81121,2239.736255,9068.773139999998,1072.898449,2083.3127799999997,9737.931900000001
COCIDOS Y O. CORTE,44032.325000000004,5339.5982,660.0997100000001,858.7453229999998,3735.0404000000003,1152.4269199999999,9838.9559,6039.0443000000005,2333.1987099999997,830.6993499999999,2343.2779,1617.14869,1869.33631,240.32455500000003,2168.78624,441.9443989999999,274.72908,4288.9682
COCIDOS Y O.ENVASA,163920.52,27828.577,4759.795,5331.148099999999,19930.766999999996,4528.491600000001,27103.896,25059.476,7649.3773,4856.5103,10527.134799999998,6210.9764,3346.4749,1999.4116999999994,6899.9869,630.95405,1808.5837000000001,5448.9637
COCIDOS DE PAVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COCIDOS DE CERDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL PESCA,8997108.156100001,1613087.3261670005,276689.753285,200323.89689799998,879444.9350109999,250596.291556,1460118.5375769997,1275045.417998,364477.30813400005,178268.260685,548071.1527199999,625737.250247,244163.519572,105559.532356,515029.22741799994,61467.60697000001,116263.408609,282764.96976300003
PESCADOS,4415134.669000001,745292.7592,130470.507086,89821.750455,405734.36053000006,109127.78399400001,689444.2684000001,660864.0771099998,182004.671601,86067.39765399999,300731.03861999995,322268.03404,128333.04721,55821.483152999994,274972.627467,31765.617818,66314.90145399999,136100.444674
PESCADOS FRESCOS,3590247.8949999996,607011.2497,105183.28766599999,68459.398036,312159.25694,89392.893534,543503.9318,545018.37971,145983.34531,61546.561003999996,258626.0319,282477.34825999994,111070.81533,48979.339718999996,239602.33792,27327.665574999995,55400.886044,88505.26153399999
PESCADOS CONGELADOS,824886.774,138281.5095,25287.219419999998,21362.352419,93575.10359000001,19734.89046,145940.3366,115845.69739999999,36021.326291,24520.836649999997,42105.00672,39790.68578,17262.23188,6842.1434340000005,35370.28954699999,4437.952243,10914.01541,47595.18314000001
MERLUZA/PESCAD,906177.5700000002,160925.19100000002,26426.641099999997,14309.7754,72758.16500000001,22053.517099999997,131418.88199999998,150466.55800000002,41613.2478,20222.730600000003,61312.022000000004,61912.949400000005,26617.493700000003,11361.496999999998,63311.1067,5260.37216,17901.557999999997,18305.88823
MERLUZA/PESCAD.FRE,618459.9199999999,117317.549,16873.966999999997,8575.9062,44152.892,15269.915700000001,84422.85599999999,104306.66399999999,28200.708000000006,9335.259,43540.098,46189.378000000004,19480.284099999997,8658.5582,47768.6,3389.2565700000005,14590.838199999998,6387.20263
MERLUZA/PESCAD.CON,287717.65,43607.642,9552.6741,5733.8692,28605.272999999997,6783.6014000000005,46996.026,46159.894,13412.539800000002,10887.471599999999,17771.924,15723.571400000003,7137.209600000001,2702.9388,15542.506700000002,1871.1155899999994,3310.7198,11918.685599999999
SARDINA/BOQUERON,293240.22,46253.617,8495.3079,4817.9593,27360.8331,7274.4199,63688.83,42372.577000000005,13212.214399999997,5712.7314,19113.343399999994,13696.9919,8801.371500000001,5325.8092,17950.4622,1424.0254200000002,4681.5934,3058.1494000000002
BOQUERONES FRESCOS,196349.62300000002,28859.983000000004,5542.8062,3212.7121,17521.333,4476.5616,47194.679000000004,31086.472999999994,8624.231300000001,3430.0616000000005,12142.457,5902.73648,5565.257500000001,4096.03877,13447.090899999997,1066.0454699999998,3498.49351,682.663873
SARDINAS FRESCAS,91392.37,16759.2636,2756.0902100000003,1423.9907999999996,9560.6768,2630.2033799999995,15482.111600000002,10771.6505,4156.3321,1912.9369600000002,6676.880700000001,7565.9281,3103.15111,1133.35185,4441.4643,316.57011700000004,1040.9093799999998,1660.8480299999999
ATUN Y BONITO,216887.93699999998,26038.641,6165.7771,2508.8626400000003,16277.3478,5261.756699999999,39296.553,31398.597,5335.910900000001,3537.5326,12487.051899999999,8841.056700000001,12607.25278,3556.069565,20104.3892,2938.9000369999994,3192.9987400000005,17339.225
TRUCHA FRESCA,77190.36,10574.1231,2938.2046899999996,1508.5658799999999,7142.8667,1223.6659399999999,10510.9274,11613.988000000001,5079.123200000001,2536.2922299999996,9096.015599999999,4578.821099999999,3137.9449799999998,1296.9323600000002,3606.8774,532.06603,1755.8090399999999,58.133545
LENGUADO,304303.07100000005,51703.3465,8806.55141,4235.703678999999,13974.78919,4141.28698,38346.6267,65320.202399999995,11187.023551,3426.0093599999996,26812.82651,32274.488069999996,5792.24114,3037.003134,20194.179585,1266.254399,2378.1692199999993,11406.36748
LENGUADO FRESCO,279170.82999999996,47543.11200000001,8058.9466999999995,3740.9174,11940.7306,2509.4359400000003,31961.173,62499.833,10469.2492,2764.68841,24400.136000000002,31660.336,5692.9915,2954.3229,19845.171399999996,1206.8830100000002,2378.1692199999993,9544.7311
LENGUADO CONGELADO,25132.240999999998,4160.2345,747.6047100000001,494.786279,2034.0585900000003,1631.85104,6385.453700000001,2820.3693999999996,717.7743509999999,661.32095,2412.69051,614.15207,99.24964,82.680234,349.008185,59.371389,0.0,1861.63638
BACALAO,387094.39100000006,67773.06300000001,13153.1246,9120.213109999999,36369.90780000001,8067.9901,57845.09,51126.6951,17472.173199999997,9128.581,22763.5785,27681.256400000002,10942.7534,3941.931755,27422.6795,3821.59611,7258.02498,13205.74438
BACALAO FRESCO,228521.91999999998,33595.551,7065.5224,3379.12471,23399.784,5160.670099999999,30729.815,33672.172,11414.469799999999,4704.848000000001,15966.729700000002,19862.3533,6605.506599999999,2631.038695,22131.039099999998,3126.6805999999997,4221.86022,854.77118
BACALAO CONGELADO,158572.471,34177.512,6087.6022,5741.088400000001,12970.123800000001,2907.3200000000006,27115.275,17454.523100000002,6057.7034,4423.733,6796.8488,7818.9031,4337.2468,1310.89306,5291.640400000001,694.91551,3036.1647599999997,12350.973199999999
BACALADILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CABALLA FRESCA,59251.323,9876.337100000002,1539.476806,797.43754,6685.718000000002,2750.06152,10001.4211,5997.096100000001,2258.2076700000002,1180.72677,3482.1022,3713.25751,1914.27966,479.735239,2523.09758,307.298517,278.044934,5467.025
SALMON,620448.3219999999,117335.707,21041.35441,18457.047339999997,67855.5002,17771.843719999997,86135.7409,100446.03390000002,26709.29724,12955.130700000002,36909.10991,33492.90851,13966.89344,7698.08953,31312.237962,4721.838964,8574.13905,15065.458059999999
SALMON FRESCO,540610.1,88207.90000000001,19759.654000000002,16134.5589,60240.523,15972.813700000002,75717.685,87221.36,25160.708000000002,11765.064,35405.909,31590.395000000004,13199.548100000002,6616.622099999999,30653.239,4530.354,7789.2961000000005,10644.480200000002
SALMON CONGELADO,79838.22200000001,29127.807,1281.70041,2322.48844,7614.977199999999,1799.03002,10418.055900000001,13224.673900000002,1548.5892399999998,1190.0666999999999,1503.2009100000002,1902.51351,767.34534,1081.46743,658.9989620000001,191.484964,784.8429500000001,4420.977860000001
LUBINA,231202.05,33619.0,6084.2367,3355.6196999999997,22485.243,7145.206300000001,29257.872999999996,37668.060000000005,12543.573499999997,4527.0740000000005,21738.244,14827.4997,7137.4559,3040.7400000000002,17803.926399999997,2589.2942900000003,3702.8936000000003,3676.1250800000007
DORADA,238112.78,45050.94499999999,6941.5768,7509.2609,23076.027,9817.2981,42701.011999999995,32011.805999999997,8315.9675,3784.2319999999995,14142.3763,13744.7516,6528.2435000000005,3417.2727999999997,9709.251100000001,1920.05578,3664.1145999999994,5778.608
RODABALLO,50515.365999999995,9245.640500000001,2046.61728,1417.098466,3681.34044,736.233094,3947.3984,8309.32061,884.54967,565.3194779999999,6932.0485,5633.182349999999,699.55571,299.99309999999997,4056.6226400000005,1109.8460499999999,572.82546,377.77421300000003
RAPE,161144.849,58947.77600000001,3942.75569,3666.9606,12956.195300000001,2897.10194,15143.8959,14115.366000000002,2587.1224700000002,1386.1640160000002,9930.177300000001,13883.6031,5055.482,1279.8212600000002,11296.7239,688.943161,2739.01633,627.759186
OTROS PESCADOS,869566.43,107949.372,22888.8826,18117.245899999994,95110.427,19987.402599999998,161150.01799999998,110017.777,34806.2605,17104.8735,56012.1425,87987.2677,25132.079500000003,11086.58821,45681.07330000001,5185.1269,9615.7141,41734.1871
OTROS PESCADOS FRE,595940.24,80741.058,15271.2446,11047.1258,52759.755999999994,13374.314600000002,106124.492,73831.54000000001,20521.541,9746.6291,42391.80000000001,74255.722,20210.899,9422.424299999999,32152.938,3564.0621100000008,5833.4262,24691.277
OTROS PESCADOS CON,273626.18999999994,27208.314,7617.638,7070.120099999999,42350.671,6613.088000000001,55025.526,36186.23700000001,14284.719500000001,7358.2444,13620.342499999999,13731.5457,4921.1805,1664.16391,13528.135300000002,1621.06479,3782.2879,17042.9101
PEZ ESPADA/EMPERADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARISCO/MOLUSCO/CRUS,2497887.3704000004,499670.5520330001,80254.44518099999,60340.07326000001,254926.583936,66442.955802,427174.511987,311647.933355,97607.95026399998,43547.052656,144984.92787800002,196460.303978,65864.25826700001,24977.310585,120693.88985800001,15959.527842,24094.954946,63240.249304000004
MARISCO/MOLUSC CONG,992103.9964000001,206299.601433,33981.037911,30501.889960000004,104434.38493599999,31910.803892000004,147971.968787,117117.021155,41451.274664,20234.790416,58144.563378000006,78573.543878,23008.763127,9865.053235,36349.930358,4539.219105,10461.492334,37258.711350000005
MARISCO/MOLUSC FRES,1212994.7820000001,253770.86200000005,37622.130900000004,21312.6845,123112.92580000001,27281.1443,214579.65519999995,142714.0047,40916.697799999994,15436.062560000002,70080.74579999999,105335.1034,38807.24037,11329.6666,70638.3911,7922.939137000001,10804.514654999999,21330.047874000004
MARISCO/MOLUSC COCI,292788.592,39600.088599999995,8651.27637,8525.498800000001,27379.273200000003,7251.007610000001,64622.888000000006,51816.9075,15239.977799999999,7876.19968,16759.618700000003,12551.6567,4048.2547699999996,3782.5907500000003,13705.5684,3497.3696,2828.9479570000003,4651.49008
"ALMEJAS,BERBERECHO",200640.53499999997,36515.731963,5076.98902,3189.739544,13451.341725999999,7958.7649599999995,40739.943607,25665.368365,7521.826340000001,4606.371204,11674.90862,18826.5003,6102.850525000001,2696.932699,12089.21055,692.3422650000001,1709.4427289999999,2122.2836399999997
ALMEJAS CONGELADO,42459.804000000004,5807.7351,1125.34892,870.6580239999998,2328.59965,4112.14256,6027.7744,5338.26728,2565.6809800000005,3321.740684,2568.95742,3588.0243,477.897025,908.309749,1719.57305,103.582907,339.472344,1256.03773
BERBEREC.CONGELADO,1276.403,383.351863,0.0,0.0,713.553776,0.0,59.106207,79.59268499999999,40.79846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ALMEJAS,BERB.FRESC",156904.328,30324.645,3951.6401000000005,2319.0815199999997,10409.188300000002,3846.6224,34653.062999999995,20247.5084,4915.3469,1284.63052,9105.951200000001,15238.476,5624.9535,1788.62295,10369.6375,588.759358,1369.9703849999999,866.2459100000001
MEJILLON,131451.7264,30437.283599999995,4192.341641000001,3020.0262460000004,17870.25855,2532.1743619999997,17744.98961,15338.851009999998,4178.156834,1543.2234899999999,8628.021589999998,10343.091878000003,4124.653443,1300.688886,6236.11964,1009.0586740000001,1048.63371,1904.16515
MEJILLON CONGELADO,11301.0514,3988.7996,299.8074409999999,297.133646,704.0595500000001,115.522762,1113.92641,824.6857100000001,443.238634,81.86834,620.23439,535.766978,240.169963,130.576436,576.3316399999999,53.018384,103.28152,1172.62918
MEJILLON FRESCO,120150.67500000002,26448.483999999997,3892.5342000000005,2722.8926,17166.198999999997,2416.6516,16631.0632,14514.165299999999,3734.9182,1461.3551500000003,8007.787200000001,9807.324900000001,3884.48348,1170.11245,5659.7880000000005,956.04029,945.3521900000001,731.53597
"CALAMARES,PULPO",547832.561,101630.56887,18006.87285,13747.691390000002,50810.01276,14742.828419999998,81495.87927,63223.333880000006,15846.670789999998,9029.863632,32145.246568,60794.09650000001,13087.134818999999,4800.846820000001,33632.110628,5020.82796,6333.229920000001,23485.349639999997
CALAMARES CONGELAD,164095.16999999998,37707.541,6199.390899999999,7290.899600000001,19444.824999999997,4930.0608999999995,23459.784999999996,21048.914999999997,5352.0763,3679.2104000000004,7328.652699999999,8835.9516,2474.1303999999996,1368.272,6663.922400000001,946.13824,1903.01772,5462.3942
PULPO CONGELADO,37924.451,5918.27887,631.72565,638.63279,2122.98776,2273.77442,4521.86527,2392.5548799999997,433.80839,471.271832,3431.734168,9227.541899999998,554.714319,125.47930000000001,1107.305628,731.6957600000001,153.51443,3187.5651399999997
CALAMAR Y PULPO FR,345812.93999999994,58004.748999999996,11175.756300000001,5818.159000000001,29242.199999999997,7538.993100000001,53514.229,39781.864,10060.786100000001,4879.3814,21384.8597,42730.603,10058.2901,3307.09552,25860.8826,3342.99396,4276.697769999999,14835.3903
GAMBAS/LANGOSTINOS,924285.953,169127.5641,31395.58052,22453.31728,92247.8667,26890.360930000003,179572.146,125626.125,40750.23990000001,17135.95839,52781.7468,55448.452,22144.383719999998,10366.43627,40159.346399999995,4540.293858999999,10244.48514,23401.701603999998
GAMBAS/LANG.CONG.,566376.8200000001,115228.024,20895.7368,15885.697900000001,59694.971999999994,17422.9947,87589.149,68872.083,23338.4175,9240.295300000002,33873.663,41396.59,16427.128800000002,6399.705099999999,21129.7968,2170.91262,6765.712599999999,20045.9774
GAMBAS/LANG.COCIDO,187999.52399999998,23323.4731,5445.54182,3819.6725,18725.8232,5005.09333,45155.694,33432.146,11674.5595,5596.536099999999,10042.5131,6944.4085000000005,3116.24923,2776.6132900000002,7652.6916,1394.7637700000002,2013.29791,1880.46758
GAMBAS/LANG.FRESCO,169909.609,30576.067,5054.3018999999995,2747.94688,13827.0715,4462.272900000001,46827.303,23321.896,5737.2629,2299.12699,8865.5707,7107.4535000000005,2601.0056899999995,1190.11788,11376.858,974.617469,1465.4746300000002,1475.256624
OTROS MARISC/MOLUSC,693676.595,161959.40350000001,21582.66115,17929.2988,80547.1042,14318.827130000001,107621.5535,81794.2551,29311.056399999998,11231.635939999998,39755.0043,51048.1633,20405.23576,5812.4059099999995,28577.102639999997,4697.005084,4759.163447000001,12326.74927
OTROS MARISC.CONG.,168670.297,37265.871,4829.0282,5518.868,19425.387199999997,3056.30855,25200.3625,18560.9226,9277.254400000002,3440.40386,10321.3217,14989.6691,2834.7226199999996,932.71065,5153.00084,533.871194,1196.49372,6134.1077000000005
OTROS MARISC.COCI.,104789.068,16276.615499999998,3205.7345499999997,4705.8263,8653.45,2245.91428,19467.194000000003,18384.7615,3565.4183000000003,2279.6635800000004,6717.1056,5607.2482,932.0055399999999,1005.9774599999998,6052.8768,2102.60583,815.6500469999999,2771.0224999999996
OTROS MARISC.FRES.,420217.23,108416.91700000002,13547.898400000002,7704.6045,52468.267,9016.604299999999,62953.996999999996,44848.571,16468.3837,5511.568499999999,22716.576999999997,30451.246000000003,16638.507599999997,3873.7178,17371.225,2060.52806,2747.0196800000003,3421.6190700000006
CONS.PESCADO/MOLUSCO,2084086.1167,368124.01493400004,65964.801018,50162.07318299999,218783.99054499998,75025.55176,343499.75719,302533.40753299993,84864.68626899998,48653.810375,102355.186222,107008.91222900001,49966.214095,24760.738618,119362.71009300002,13742.461309999999,25853.552209000005,83424.275785
SARDINAS,86851.693,12142.8448,3370.3729,1963.50265,7292.8411,2010.0858999999998,7766.691500000001,15472.721,4741.896299999999,2625.6641,6017.2426,7100.9232,2815.1821999999997,1350.7208299999998,5259.554399999999,1090.41381,1229.58453,4601.449
ATUN,812332.88,135093.97400000002,22319.091,21047.381999999998,81744.90500000001,30974.280999999995,149328.64,101590.036,30378.25,19011.495000000003,36364.740999999995,44631.479,24884.863000000005,11336.7859,38873.939999999995,4795.0749,9954.269,50003.687999999995
CHICHARRO/CABALLA,55825.117000000006,4486.6767,1531.13829,962.28747,4798.067499999999,2830.1765,17993.257999999998,8032.6417,3673.6894000000007,2348.3413,3024.3815000000004,1000.4754800000002,467.99223,150.743961,1326.89012,286.280608,413.04580999999996,2499.02535
MEJILLONES,119559.32100000001,14237.6146,3308.6205,2604.3451999999997,14526.427,5602.6548,18049.569,22678.636,5710.983199999999,2822.6593,7274.097000000001,6982.270599999999,3932.2866,1649.8700899999997,5067.5488000000005,722.4560099999999,1112.7898599999999,3276.4921000000004
BERBERECHOS,75185.097,32158.263000000003,2869.9857,2177.11758,11604.154400000001,3807.0600999999997,4039.4168999999997,6853.228700000001,2929.403,774.0204,2081.8705600000003,1084.3895400000001,663.77632,579.6948609999998,1479.7192600000003,358.79270700000006,436.71988000000005,1287.48154
ALMEJAS,13818.4162,4661.6374000000005,599.9626800000001,480.06154999999995,1502.27655,741.7909980000001,1871.68815,1504.53278,641.71586,182.033306,506.5339000000001,80.84134799999998,109.43962400000001,10.795898999999999,212.37168399999996,64.89738799999999,70.823657,577.01279
CALAMARES,37615.121,5244.479299999999,1193.847,1058.65828,2708.499,1320.7224099999999,7507.768200000001,5290.446900000001,2964.2882,1277.9854900000003,2483.03,1186.48322,1377.40819,615.6661900000001,1480.45448,146.602599,461.76300200000003,1297.0182900000002
PULPO,3869.958400000001,667.9140969999999,82.563715,71.104049,487.61674200000004,237.928999,521.7916700000001,444.802943,224.410411,272.752096,242.26539900000003,71.124412,107.826346,12.3367,157.285015,23.500217000000003,0.0,244.73546
ANCHOAS,86040.98499999999,17129.795,3070.7069,2309.34806,9720.434100000002,3305.0749,14137.694499999998,11781.7186,3846.0254,1737.97507,3291.3457000000003,2584.1259999999997,1661.9612200000001,1200.62949,6498.5051,1087.9696300000003,1200.1472999999999,1477.53424
SALMON AHUMADO,178685.09000000003,32699.748,6076.7289,5566.5426,22220.762000000002,6384.8799,23599.419,35692.803,7553.169400000001,4841.4154,7734.4718,6173.6213,1749.6529400000002,1166.3640999999998,9431.6462,1021.154675,1641.45368,5131.2564
TRUCHA AHUMADA,4583.426100000001,476.950037,66.159443,4.959818,219.955953,97.939223,1126.41977,1387.28471,209.176728,62.392984999999996,224.452063,98.87792900000001,3.997133,20.056925999999997,444.88754400000005,29.370175,48.099884,62.44542
OTROS AHUMADOS,46413.132,6260.807,1744.29799,460.870826,8308.7922,1947.9038300000002,8132.771500000001,5298.6312,1812.51337,1124.1388279999996,3312.6787,5491.598199999999,353.46949200000006,119.316271,1531.5654899999997,10.235191,205.370106,298.16969500000005
OTRAS CONS.PESCADO,563305.88,102863.31099999999,19731.325999999997,11455.8931,53649.259,15765.053199999998,89424.629,86505.92400000001,20179.164999999997,11572.937099999997,29798.075999999994,30522.702,11838.3588,6547.7574,47598.342000000004,4105.713400000001,9079.4855,12667.9675
PESCADO SALADO,145328.73899999997,30269.099,3536.9729,1854.05678,16869.4158,4318.91317,17940.662699999997,17780.588,5975.902899999999,3232.93344,10651.207499999999,11544.845399999998,2995.06678,1184.636074,10201.3061,1226.5007899999998,1542.37893,4204.25703
SUSHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL LECHE LIQUIDA,2202405.0131,308198.30482200003,59187.793450000005,50182.176719999996,208862.17521100002,60396.79858,334939.70191099995,316471.442315,110216.45792500001,59280.23409399999,159371.5779,159941.13992000002,65639.665179,31122.802868999996,125934.259106,16006.16827,35882.608920000006,100771.6963
LECHE PASTERIZADA,87836.64,16382.359000000002,1737.5447199999999,3040.8073000000004,4919.264,2066.29593,12037.025800000001,15621.082600000002,2364.8228999999997,364.036022,6832.028200000001,8802.102700000001,1864.9651999999999,675.30024,6004.8581,386.36927,1767.7619200000004,2970.0173
LECHE ESTERILIZADA,2105884.5,290536.23000000004,57268.030000000006,47050.74100000001,203813.18,58286.37500000001,322320.4,300246.05,107745.072,58491.779,149347.08999999997,149321.37000000002,63641.864,30443.594999999998,119836.38900000001,15619.798999999999,34114.84700000001,97801.67899999999
LECHE CRUDA,8683.8731,1279.7158220000001,182.21873000000005,90.62841999999999,129.731211,44.12765,582.276111,604.309715,106.563025,424.419072,3192.4597,1817.6672200000003,132.835979,3.907629,93.012006,0.0,0.0,0.0
LECHE BOTELLA VIDRIO,405.348624,80.124882,0.0,2.7926390000000003,13.42191,12.113128,12.951550000000001,263.60668999999996,0.0,16.59639,0.0,3.741468,0.0,0.0,0.0,0.0,0.0,0.0
LECHE BOTELLA PLAST.,271139.89,34574.727,6629.627,8123.7057,30214.514000000003,14230.9822,34338.901,44383.76500000001,14037.256000000001,7287.558499999998,14082.9747,18731.631,8646.154600000002,4890.9696,11298.5727,2233.78993,2598.09685,14836.674400000002
LECHE CARTON,1920096.7969760003,272263.72811799997,52375.949,41965.051661,178504.52409000002,46109.57567199999,298305.21352,271028.916041,96072.637,51551.660110000004,142096.1153,139351.652336,56860.67539999999,26227.924400000004,114391.29344,13772.38107,33284.50915,85935.02160000001
LECHE BOLSA,2079.0643999999998,0.0,0.0,0.0,0.0,0.0,1700.36393,190.852269,0.0,0.0,0.0,36.465196,0.0,0.0,151.38286,0.0,0.0,0.0
LECHE ENVASADA,2193721.08,306918.586,59005.574400000005,50091.54609999999,208732.455,60352.6686,334357.44000000006,315867.16099999996,110109.90000000001,58855.813200000004,156179.108,158123.488,65506.828100000006,31118.8925,125841.24200000001,16006.1683,35882.6086,100771.698
LECHE ENTERA,587999.7000000001,79724.292,16290.344000000001,15246.211000000001,42442.193,13063.0858,99703.78700000001,81789.306,27837.806,19176.448000000004,46555.537000000004,42066.94900000001,13871.5301,9913.140000000001,35703.286,4781.789699999999,11065.5517,28768.463
LECHE DESNATADA,572887.79,75944.294,14202.4634,11569.8011,62250.705,16065.309800000003,61101.443,85294.67499999999,27043.127,9609.712199999998,40735.034,46575.003000000004,23718.585000000003,10312.460500000001,40598.976,5280.455499999999,11072.116399999999,31513.649
LECHE SEMIDESNATAD,1032833.5900000001,151250.0,28512.766999999996,23275.533999999996,104039.55700000002,31224.273,173552.21000000002,148783.18,55228.967,30069.653000000002,68888.53700000001,69481.536,27916.713,10893.292,49538.979999999996,5943.923100000001,13744.940499999997,40489.585999999996
LECHE DE CABRA,10723.5126,2431.2249899999997,99.662146,132.31059199999999,1416.88702,827.13851,2509.37951,1506.8295900000003,14.44291,18.476803,304.005009,395.280323,47.151712,377.84552700000006,163.654775,271.869561,6.42597,200.926927
LECHE SIN LACTOSA,318929.24000000005,52180.659,11114.055799999998,6677.736099999999,30473.554000000004,11273.9061,46791.307,43404.484,15582.988999999998,6379.2833,15336.9118,22524.730000000007,10100.5334,3085.8096,15005.309,1074.39147,6286.676099999999,21636.913999999997
LECHE ENRIQUECIDA,394237.4312,53330.18161,11003.79513,8984.074274999999,49912.82392,10690.319754000002,73600.5231,53369.883105,25254.87828,10366.501723999998,18927.263735000004,19332.599425,10954.61018,6073.621193999999,16026.6214,2120.4339999999997,5617.969880000001,18671.34299
L.ENRQ.CON CALCIO,166990.01,19869.529000000002,3284.9123000000004,5490.1181,24604.290999999997,4168.5938,29316.967999999997,25440.350000000002,13694.5071,4383.190100000001,7346.1596,7731.2047,2914.4067,2751.918,8179.051600000001,1444.2216400000002,2485.03503,3885.5619999999994
L.ENRQ.CON VITAMIN,48567.21,2915.9662,452.9959,197.923375,6293.4421,2137.494624,18786.074,2713.65208,2520.3765,1017.8399000000001,2174.3756700000004,465.89450500000004,3826.281,1215.1389939999997,1231.48208,293.738145,339.86145,1984.6733900000002
L.ENRQ.OTROS ADIT.,178680.21120000005,30544.686410000002,7265.886930000001,3296.0328,19015.09082,4384.23133,25497.4811,25215.881025,9039.99468,4965.471723999999,9406.728465,11135.50022,4213.92248,2106.5642,6616.08772,382.474215,2793.0733999999998,12801.107600000001
BIFIDUS+FIBRA,4798.171200000001,120.45741000000001,100.93173000000002,0.0,1875.1308199999999,83.88183000000001,909.6291000000001,106.201025,690.6789800000001,540.728824,8.344965,122.64662,24.537779999999998,0.0,140.40542,74.59680999999999,0.0,0.0
JALEA REAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TONALIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RESTO OTROS ADITI,173882.04,30424.229,7164.9552,3296.0328,17139.96,4300.3495,24587.852000000003,25109.679999999997,8349.3157,4424.7429,9398.3835,11012.853599999999,4189.3847,2106.5642,6475.6823,307.877405,2793.0733999999998,12801.107600000001
TOTAL OTRAS LECHES,201881.32479999997,22766.201210000003,10730.748749999999,4642.551309,23792.532259999996,8798.769750000001,32739.890800000005,23212.47665,9569.443146000001,6140.128398000002,10978.199350000003,12713.838705000002,3406.394727,6203.265513,9585.48476,1390.7720430000004,2484.280477,12726.325459999998
LECHE CONDENSADA,40339.229999999996,4218.4168,1020.88207,976.19116,5868.0378,2287.6109,7896.352100000002,3805.1180000000004,1396.5046300000001,1052.5024399999998,1848.12288,1615.40344,809.40753,444.29543,1222.3376800000003,51.82102999999999,441.9923,5384.2312999999995
LECHE EN POLVO,148989.68999999997,16804.902899999997,9396.671599999998,1836.738919,16732.8404,6057.030450000001,22592.341000000004,17570.450500000003,7822.1299,4916.5466,8606.6354,10716.2399,2415.1552699999997,5622.59806,7971.2217,1296.4903399999996,1887.6790600000002,6743.999199999999
LECHE EVAPORADA,12552.4048,1742.8815100000002,313.19507999999996,1829.62123,1191.65406,454.1284,2251.1976999999997,1836.9081499999998,350.80861600000003,171.07935799999998,523.4410700000001,382.19536500000004,181.831927,136.37202299999998,391.92537999999996,42.460673,154.60911700000003,598.0949599999999
PREPARADOS LACTEOS,160694.88999999998,18609.112,6085.219499999999,3792.8443999999995,21502.864,8476.973100000001,37707.676,16205.458,6697.4114,2580.9165000000003,5276.8469000000005,7694.252,1601.9541299999999,853.59075,6447.9496,741.42881,986.9596999999999,15433.440599999998
DERIVADOS LACTEOS,5778180.7119,1035064.78269,149196.74948700002,159215.13953100002,609977.15974,173544.681008,997120.86515,745855.5619099999,206200.97763999997,127596.250684,266837.1281699999,353074.32709599996,161512.41932599997,75533.513358,275519.84325999994,35261.75303,73401.112902,333268.64992
BATIDOS DE LECHE,148850.664,27233.188000000002,3505.449,3594.4505999999997,16980.791,5361.7599,41178.071,15150.1268,7463.953,2728.4834000000005,5809.088999999999,2957.8301,3322.6983099999998,2328.814,4398.2801,611.1169500000001,1239.5764399999998,4986.9947
BATIDOS CON CEREAL,1186.90211,47.56847799999999,13.526095999999999,3.32477,308.63445,63.785049,353.220117,99.23575999999998,64.493843,13.926381000000001,48.619099,3.530571,0.0,9.02178,141.92546099999998,0.0,0.0,16.090268
BATIDOS DE YOGURT,95609.55699999999,12792.029899999998,1928.17975,1889.0902100000003,9080.399,3239.479100000001,18180.049000000003,10986.8088,4012.6723000000006,2275.4369,5036.6563,5859.034600000001,1758.9892,1883.7861500000001,5336.9474,458.90904,904.37102,9986.719299999999
